weekly_lms_logins,video_watch_pct,avg_quiz_score,assignment_completion_rate,avg_submission_delay_days,forum_posts_per_month,session_attendance_pct,gpa_trend,current_gpa,part_time_job,semester,dropout_risk
5.6,41.2,71.2,84.5,1.3,10,64.9,-0.88,3.09,0,8,0
6.2,53.2,48.0,58.8,4.2,4,74.0,-0.78,2.75,1,8,0
6.6,65.3,58.1,34.8,0.2,1,84.3,-0.43,2.99,1,2,1
6.9,76.0,76.6,76.8,4.1,5,79.5,0.8,3.25,1,7,0
7.5,96.0,67.5,64.4,0.0,4,72.5,0.75,3.96,0,5,0
9.6,66.1,66.5,68.7,1.0,10,43.3,0.38,3.08,0,4,0
11.5,68.6,62.1,89.9,0.0,2,59.7,0.39,3.51,0,4,0
10.4,59.8,72.5,58.8,4.1,6,69.9,1.32,3.09,1,4,0
10.5,77.6,78.2,52.2,4.3,3,60.3,-0.32,3.63,0,5,0
4.8,51.5,27.6,24.6,4.8,5,16.9,-1.64,2.83,1,5,1
5.2,43.2,66.2,42.7,7.5,2,51.4,-0.09,3.0,0,2,0
11.7,43.4,63.4,41.1,2.5,3,40.2,-0.09,3.95,1,2,0
7.0,30.4,43.6,25.1,4.9,3,72.0,-1.1,1.24,0,3,1
5.2,0.0,50.1,31.9,1.4,2,33.0,-0.67,2.52,0,7,0
9.3,65.0,76.1,86.1,0.8,8,94.1,-0.48,3.66,1,3,0
11.0,93.7,72.0,74.8,1.2,3,100.0,0.45,3.84,1,3,0
6.5,50.2,35.8,58.0,1.6,3,85.0,-1.8,2.75,1,7,0
4.6,51.3,66.0,58.5,3.7,6,55.1,-0.06,2.86,0,6,1
0.0,66.9,63.5,61.0,0.0,5,40.8,0.59,2.8,1,1,0
8.8,64.9,61.8,51.9,3.4,5,55.8,-0.16,3.49,1,4,0
7.5,32.7,67.7,79.6,2.8,3,71.8,-0.94,2.96,1,5,0
6.2,37.7,57.6,39.1,1.6,4,27.4,0.84,2.71,1,6,0
7.4,64.5,88.6,65.2,3.4,3,53.7,0.82,3.14,1,8,0
3.5,29.9,36.6,53.2,6.9,3,44.7,0.8,2.44,1,4,1
1.8,68.2,48.7,63.3,4.6,2,53.8,0.06,2.67,1,5,1
3.1,39.8,39.4,55.2,2.5,4,54.9,-0.6,3.24,0,8,0
1.6,32.0,43.4,40.9,5.3,2,16.5,0.24,1.8,1,6,1
1.9,27.7,58.2,22.6,3.7,3,34.8,-0.88,2.68,0,8,1
4.6,69.2,68.9,43.0,4.8,4,57.5,0.27,3.37,1,1,1
3.5,68.4,52.0,87.5,3.3,5,36.5,-1.51,2.59,0,5,1
0.1,0.0,38.4,29.3,1.8,1,44.6,-0.02,2.25,1,3,0
8.4,51.1,56.3,58.8,2.4,6,54.6,0.19,3.5,1,6,1
2.4,33.2,34.6,68.0,2.6,0,33.6,-0.86,2.14,0,4,1
7.9,88.7,81.6,78.8,0.0,6,66.3,1.42,4.0,0,4,0
10.9,70.5,71.1,75.7,1.2,3,63.7,-0.23,3.81,1,4,0
9.5,76.6,65.5,61.4,2.3,6,53.5,0.2,2.94,0,1,0
3.1,65.3,64.1,55.7,3.7,4,85.9,0.81,2.7,1,6,0
9.2,40.6,70.5,88.7,1.8,0,73.9,-0.05,2.92,1,4,0
9.2,80.9,78.7,100.0,4.3,1,100.0,0.75,2.64,0,2,0
7.2,55.0,64.2,66.4,0.1,2,53.9,-0.27,1.13,1,8,0
6.5,65.1,59.3,77.6,1.1,1,51.7,0.39,2.66,0,7,0
8.3,48.6,34.6,56.3,8.1,4,31.5,-1.44,3.5,0,3,0
10.3,70.4,79.2,79.2,0.0,6,94.2,1.79,3.45,0,3,0
0.0,19.9,53.2,41.3,7.0,1,35.6,-1.23,2.38,1,5,1
3.1,60.3,34.3,44.3,3.4,4,43.7,-0.36,2.95,1,8,0
6.1,45.4,68.1,9.8,3.6,2,38.9,-0.87,2.49,1,1,0
11.6,85.6,72.5,100.0,2.7,5,100.0,0.85,3.5,0,5,0
6.5,50.2,71.1,69.9,4.4,5,48.8,0.1,3.49,0,5,0
2.5,59.5,38.8,29.2,6.4,1,68.2,-0.06,2.55,0,3,0
8.4,38.2,63.1,66.2,1.6,6,69.9,0.88,3.11,0,6,0
10.4,83.7,56.9,100.0,1.5,5,73.4,1.09,3.92,1,6,0
6.7,52.6,83.6,63.2,2.3,6,42.1,-0.41,2.35,0,2,1
5.4,15.4,53.0,17.7,1.9,2,35.4,-0.49,1.73,0,8,0
5.1,62.8,57.2,29.0,4.1,4,51.3,-0.42,1.66,0,1,1
9.2,34.6,72.3,100.0,1.1,4,69.3,0.72,3.7,0,1,0
6.7,72.3,63.5,77.9,0.0,13,87.2,0.85,3.22,0,8,0
8.8,51.7,63.0,68.0,5.7,6,39.4,-1.15,3.02,1,1,0
11.2,35.3,44.1,85.3,3.4,5,50.5,-1.39,2.79,1,2,0
12.3,66.1,65.9,62.0,0.9,4,40.7,0.95,2.39,1,1,0
10.8,65.7,58.5,80.8,2.5,3,80.6,0.4,3.08,0,4,0
4.1,79.1,71.3,41.6,1.1,4,61.3,0.57,3.59,0,8,0
4.3,100.0,49.5,65.3,2.3,3,97.8,-0.08,3.1,0,2,0
3.7,46.3,33.9,58.4,6.4,2,57.4,0.29,3.14,1,5,1
9.7,83.9,67.8,78.0,2.3,5,77.4,0.89,3.18,1,8,0
11.2,71.5,94.4,98.2,0.0,7,100.0,0.96,4.0,1,4,0
8.4,64.6,61.1,82.3,0.3,5,70.7,0.39,2.17,0,8,1
3.5,49.1,74.1,70.7,1.3,5,75.4,-1.05,2.78,1,6,0
7.3,40.4,59.8,43.0,6.1,2,17.5,-0.68,2.03,0,5,0
10.1,28.7,55.0,60.8,3.0,4,61.3,0.72,2.08,1,7,0
6.5,58.3,60.0,72.0,2.6,4,84.6,0.85,3.96,0,1,0
3.7,82.4,81.7,57.7,1.6,5,38.7,0.44,2.83,1,2,0
9.1,74.3,56.7,97.8,0.0,3,99.6,0.36,2.94,1,6,0
10.0,73.6,50.7,73.2,4.0,2,35.5,0.61,3.52,1,8,0
9.8,80.6,57.9,69.4,0.0,4,52.8,1.43,3.5,1,4,1
6.6,55.3,68.3,56.6,2.4,4,0.0,-0.51,3.1,1,2,0
9.3,74.2,88.1,63.8,0.0,6,88.2,1.03,2.66,0,7,1
8.9,62.9,90.4,65.4,0.2,9,38.0,0.51,2.78,1,7,0
8.7,64.7,53.5,66.1,4.8,6,43.8,0.08,3.82,1,2,1
3.6,22.2,28.5,37.9,6.8,1,44.1,-1.52,2.54,1,8,1
11.1,91.5,70.9,81.7,3.7,9,78.4,1.33,2.85,1,6,0
3.4,57.1,49.5,52.8,4.7,3,49.8,0.47,3.11,0,8,0
11.8,33.6,76.7,42.8,2.3,4,25.4,0.59,2.31,1,8,1
2.8,35.5,100.0,76.3,4.1,5,55.1,-0.69,3.58,0,2,1
3.7,26.9,33.8,64.2,6.5,0,49.2,-1.51,1.11,0,5,1
4.2,51.8,56.3,55.0,2.1,3,54.4,0.65,2.6,1,2,1
9.9,67.2,78.1,80.5,1.7,11,100.0,1.45,3.6,1,1,0
12.5,89.2,86.0,100.0,1.0,5,67.3,0.31,2.94,1,7,0
2.3,36.1,59.2,30.9,0.3,3,14.8,-0.18,2.24,0,4,1
6.9,70.9,54.1,84.6,3.0,4,69.4,-0.05,3.26,1,3,0
4.7,54.9,60.1,57.5,1.1,1,65.2,-0.88,2.12,0,8,1
11.8,71.7,87.9,67.2,4.0,6,70.4,-0.78,2.62,1,8,0
6.6,61.3,62.5,50.3,1.7,1,36.9,-0.28,2.62,1,2,0
10.7,69.8,78.3,75.0,2.4,7,23.7,1.45,2.87,1,4,0
11.4,63.4,81.4,91.3,1.9,2,54.5,1.47,3.09,1,7,0
14.1,42.3,81.2,56.4,0.0,5,81.0,1.25,3.26,0,8,0
14.6,84.6,93.3,73.4,0.7,9,82.6,1.23,3.0,0,5,0
6.1,31.7,62.3,54.7,4.2,1,64.0,-0.21,2.58,0,5,0
9.7,63.5,74.7,86.0,3.7,6,78.9,1.25,3.47,0,2,0
2.9,19.4,51.3,18.7,4.0,4,52.6,-1.88,2.79,1,6,1
11.2,67.7,74.4,65.7,3.5,4,86.3,1.15,2.69,1,8,0
10.9,100.0,65.3,50.1,2.9,4,71.7,-0.16,2.97,0,7,0
6.0,66.2,66.5,57.5,3.5,7,63.4,-0.35,3.35,1,6,0
7.7,37.4,54.9,48.6,4.5,9,0.0,0.15,1.96,0,2,1
8.3,39.4,35.3,62.0,2.8,6,37.6,0.26,2.73,0,6,0
5.6,43.5,79.7,37.5,0.1,4,55.8,-0.02,3.17,1,1,1
4.1,14.5,55.3,50.4,7.4,3,33.7,-0.42,1.0,1,3,1
4.8,21.6,58.0,41.8,5.2,3,27.7,-0.14,2.29,0,6,1
9.0,73.1,84.2,70.5,1.7,4,87.4,0.3,3.43,1,8,0
2.8,49.0,50.4,65.2,4.8,0,29.8,-0.34,2.47,0,2,0
2.2,54.3,54.9,80.9,3.7,2,75.6,1.18,2.61,0,2,0
6.8,72.4,83.2,63.6,0.3,5,51.2,0.24,3.28,0,1,0
5.0,45.1,51.1,54.1,2.0,3,48.1,-0.09,3.44,0,5,1
5.5,21.2,36.3,41.8,6.5,0,29.8,-0.48,2.74,1,6,0
7.1,31.7,63.2,47.0,3.1,6,43.0,-0.31,2.37,0,3,0
8.1,39.2,69.2,43.0,3.4,3,80.7,0.55,2.23,0,5,1
6.5,81.4,90.2,81.6,3.9,3,71.2,1.6,3.7,0,2,0
8.6,100.0,65.9,80.9,0.8,10,80.4,0.9,3.1,0,3,0
7.1,51.1,70.6,74.9,0.1,5,55.1,-0.11,2.94,1,2,1
2.8,20.0,25.5,60.4,4.9,0,25.1,0.16,2.23,1,7,1
10.4,87.8,96.1,88.5,0.0,5,89.0,1.09,4.0,0,8,0
9.4,61.9,87.2,61.5,0.0,7,63.9,-0.64,3.83,1,1,0
9.4,60.0,68.5,58.4,4.4,2,54.8,1.12,2.93,0,8,0
4.5,46.4,55.8,64.5,2.2,7,75.8,0.68,2.65,0,7,1
6.3,56.8,62.9,71.2,0.0,6,73.6,1.37,2.61,0,1,0
5.1,36.5,45.2,39.4,4.3,1,22.2,0.32,3.47,1,5,1
4.4,43.4,39.4,22.3,4.3,1,40.6,1.02,2.33,0,4,1
9.3,77.3,63.0,74.9,6.5,7,50.7,-0.52,3.32,1,7,0
11.1,89.5,76.2,75.9,0.9,5,93.7,0.51,3.74,0,5,0
12.4,58.4,51.6,91.1,4.4,4,66.0,-0.05,2.84,0,7,0
0.5,49.5,52.9,40.3,5.2,3,61.1,-0.93,2.17,1,3,1
4.6,38.4,43.1,25.4,3.6,0,14.8,-1.01,1.39,0,1,0
5.0,32.9,69.1,39.1,4.6,3,37.7,-0.9,3.01,0,5,1
4.1,56.8,60.4,68.4,2.2,6,42.0,-0.58,2.94,0,1,1
0.5,39.1,32.4,40.7,2.0,4,48.0,-0.85,3.37,1,4,0
6.7,84.9,86.1,68.7,0.6,8,46.1,0.43,3.13,0,5,0
7.8,40.4,61.3,57.2,2.5,4,48.7,0.15,2.35,0,1,0
9.6,33.0,75.5,46.4,2.8,4,55.7,-0.38,2.31,0,2,0
10.4,87.1,100.0,94.9,1.1,9,84.5,1.38,3.41,1,6,0
3.9,62.0,68.3,60.7,2.6,4,57.5,-1.32,1.89,0,8,0
3.8,71.4,45.2,65.9,2.8,2,55.0,-2.16,2.92,1,4,1
5.7,41.8,76.4,60.4,0.0,6,28.9,-0.29,2.8,1,6,0
5.7,43.9,58.0,34.8,0.8,4,46.9,-0.39,3.62,1,8,1
11.5,84.9,73.2,45.7,2.1,4,57.4,-0.48,2.21,1,2,0
0.1,51.6,44.5,17.2,7.8,2,26.6,-1.52,2.82,1,6,1
5.3,43.5,36.3,39.6,5.2,3,36.6,-1.06,1.93,1,3,0
10.2,20.6,69.6,54.9,1.4,3,78.6,-0.89,2.85,0,4,1
7.8,37.8,50.6,37.1,6.5,4,51.7,-0.82,2.12,0,1,1
6.8,56.8,99.1,76.8,1.6,5,81.3,-0.19,3.47,0,2,0
6.7,100.0,72.7,95.7,0.0,4,44.2,-0.43,2.28,0,3,0
10.0,48.6,63.4,62.9,1.5,7,86.3,-0.76,2.99,0,7,0
4.8,63.9,40.3,33.3,5.9,1,92.0,0.85,2.49,1,2,0
13.9,80.0,100.0,100.0,0.0,10,100.0,0.87,4.0,1,4,0
9.8,46.9,51.4,57.7,0.0,2,58.7,1.25,2.09,0,6,0
5.9,70.4,73.9,68.2,6.3,3,99.1,-0.09,2.91,0,8,1
5.0,60.2,81.1,77.1,3.6,4,54.0,-0.23,2.53,0,2,0
6.8,57.4,77.3,64.7,0.4,3,82.9,0.92,2.49,0,2,0
9.9,72.9,72.2,62.9,1.4,5,69.7,1.01,2.81,0,7,0
5.2,87.9,73.1,70.4,2.5,4,63.6,-0.33,2.98,1,5,0
4.9,18.3,25.0,35.1,4.3,1,0.0,-1.28,2.35,1,1,1
11.8,100.0,100.0,74.4,4.0,4,93.2,0.98,3.54,0,7,0
5.3,21.9,53.3,71.7,4.4,2,31.8,-1.91,1.68,0,8,1
4.6,37.0,52.9,76.5,3.7,3,60.0,1.0,2.15,1,2,1
8.5,69.0,63.3,62.8,2.1,7,74.8,1.1,3.45,1,8,0
8.0,46.9,75.5,54.8,1.8,5,62.9,-0.79,3.16,1,5,0
4.1,34.7,29.6,41.0,6.0,4,41.7,-1.29,3.14,1,8,1
10.9,73.0,58.5,85.7,3.4,7,95.8,0.68,3.18,0,6,0
5.7,43.3,65.8,89.8,0.0,5,64.5,0.49,3.46,0,1,0
5.7,82.4,74.0,62.9,2.8,8,54.0,0.89,3.15,1,4,0
7.1,43.8,64.8,48.5,7.6,2,45.0,-0.76,3.03,1,8,1
6.3,83.1,73.7,61.9,0.9,3,75.2,1.92,3.51,1,4,1
8.5,92.4,77.7,89.9,2.1,2,64.3,0.78,3.73,0,5,0
5.4,70.0,54.1,67.1,6.0,2,50.6,-0.53,1.46,0,5,0
9.5,38.3,75.5,37.0,0.4,3,71.2,0.39,2.82,0,4,0
7.0,45.3,60.5,79.1,0.9,3,74.5,0.76,3.0,0,3,0
8.4,59.1,36.1,27.0,1.0,1,29.7,-0.59,2.98,0,6,0
5.9,79.5,70.4,56.8,1.9,7,67.0,1.74,2.8,1,1,0
13.9,77.7,76.0,100.0,2.2,8,88.6,0.86,3.3,0,1,0
9.3,48.2,58.0,71.3,4.3,3,33.2,-0.76,3.18,0,5,0
7.2,76.4,82.7,77.6,4.2,2,67.0,0.39,3.72,0,6,0
5.6,86.8,85.5,77.6,1.7,10,46.1,1.53,3.47,1,1,0
7.9,26.9,36.3,51.7,0.9,4,52.1,0.19,3.29,1,3,0
3.6,45.0,29.8,29.7,2.1,2,57.1,-1.52,2.59,1,1,1
1.9,52.3,40.3,37.5,2.4,2,64.6,-1.59,2.16,1,5,1
13.9,82.6,85.8,89.6,2.1,5,100.0,0.58,2.68,0,7,0
7.1,75.6,71.7,74.1,6.1,4,65.2,1.11,3.7,0,2,0
4.7,51.9,59.6,66.6,2.8,5,59.2,-0.51,2.44,1,2,0
4.3,65.9,57.4,46.3,6.0,5,42.4,-1.3,2.56,1,5,1
0.9,70.4,71.5,50.9,2.1,5,93.3,-0.45,3.61,0,2,0
10.1,100.0,96.9,98.9,0.0,8,99.4,1.67,3.3,0,7,0
5.8,36.6,77.0,37.8,0.6,3,67.8,0.57,2.88,0,6,0
13.6,100.0,99.6,100.0,0.0,10,76.1,1.7,3.58,0,1,0
11.6,58.3,73.1,91.8,1.5,7,9.8,1.23,3.17,1,7,0
4.1,29.8,61.3,42.9,5.1,0,9.4,-1.2,1.79,0,5,1
8.5,81.6,68.0,61.3,1.1,7,29.6,-0.02,3.89,1,7,0
9.7,55.7,51.4,71.6,3.3,14,46.1,0.44,3.03,0,7,0
4.8,83.3,89.3,62.3,5.1,4,88.1,0.13,3.2,1,5,0
5.6,72.6,63.8,66.2,2.2,7,35.1,0.69,2.42,0,5,0
6.2,34.9,46.2,21.4,6.4,2,11.7,0.13,2.43,1,2,0
8.0,35.1,45.0,58.0,0.0,3,35.4,0.29,2.83,0,4,0
6.0,41.6,80.5,56.5,0.0,4,94.4,0.13,2.64,1,2,0
7.6,43.4,48.1,52.2,4.8,5,50.6,0.94,2.83,0,5,0
6.8,36.2,57.7,95.8,1.9,5,75.1,-0.13,3.1,0,1,0
9.2,83.2,53.4,71.5,6.4,4,71.6,1.12,3.09,0,6,0
4.6,21.6,45.4,10.7,4.3,3,0.0,-0.59,2.11,1,4,1
6.1,82.5,82.8,75.3,0.0,9,100.0,1.4,3.96,0,8,0
11.4,68.2,55.9,87.1,5.2,8,78.8,0.39,2.72,0,5,0
12.8,77.9,82.2,75.9,2.4,5,79.5,0.06,2.92,1,8,0
3.5,52.1,55.1,37.5,6.5,1,79.1,-0.16,2.71,1,7,1
12.6,62.8,73.0,99.4,0.5,4,67.2,0.8,2.34,0,6,1
2.9,80.2,48.5,74.3,2.8,6,64.2,-0.0,2.31,0,8,0
7.3,41.8,62.7,49.6,1.3,2,47.4,-0.2,3.69,1,8,0
5.6,44.0,39.0,11.1,0.0,2,67.0,-0.89,3.4,1,2,0
4.1,20.3,61.3,57.8,5.2,3,58.1,-1.04,2.23,1,7,1
8.1,78.2,61.5,69.4,1.4,6,69.2,-0.04,3.58,0,8,0
7.3,67.1,67.5,74.8,1.3,1,31.4,-1.06,3.22,1,3,1
7.1,97.8,87.8,75.8,0.0,4,80.6,0.75,3.96,0,5,0
10.4,63.6,68.0,62.5,2.7,3,44.2,0.64,3.02,0,1,0
1.6,24.1,54.0,38.8,4.8,0,50.2,-0.17,2.43,0,3,1
8.9,27.4,49.4,77.4,2.1,2,25.2,1.1,3.19,1,3,1
7.9,29.6,45.3,61.6,1.7,5,81.5,-0.41,3.09,1,2,1
5.2,61.1,65.1,47.1,4.6,5,75.9,0.54,1.99,1,2,0
6.9,53.1,47.4,82.7,0.0,4,41.7,0.23,3.94,0,6,0
4.2,15.5,37.9,40.0,5.2,5,32.2,-0.8,3.61,1,4,1
12.7,45.4,52.6,75.9,2.9,1,55.3,0.64,2.24,0,5,0
4.8,69.3,80.1,78.2,0.0,4,69.7,0.82,3.28,1,6,0
4.5,58.5,42.9,77.0,0.0,1,74.0,-0.63,3.68,0,4,0
4.3,40.7,61.5,76.1,3.4,7,86.9,-0.01,3.62,0,4,0
6.8,53.7,44.2,98.0,0.6,3,46.4,-0.37,3.31,0,3,0
6.1,65.5,61.6,65.5,5.6,7,84.5,-0.21,2.3,0,2,0
2.6,24.2,43.5,46.4,8.4,3,58.1,-0.04,2.73,1,7,1
14.9,100.0,95.3,80.2,1.7,5,81.1,0.54,3.77,0,3,0
2.0,29.0,30.3,48.0,3.9,3,38.0,-1.07,2.76,1,8,1
5.0,17.8,46.3,56.4,3.0,4,74.7,-0.2,2.09,0,5,0
2.7,29.8,62.0,57.5,0.8,4,55.8,-0.63,1.79,1,8,0
4.2,63.1,65.2,57.6,3.0,2,68.0,-0.67,2.51,1,4,0
14.4,53.1,56.9,57.6,1.6,8,100.0,1.12,2.79,0,4,0
0.0,7.6,37.0,36.9,3.5,2,37.9,-1.46,2.01,0,5,1
11.1,81.9,99.9,68.7,2.4,7,79.6,0.5,3.11,1,6,0
14.1,65.8,53.6,77.2,2.6,2,88.4,-0.92,2.98,0,4,0
7.4,39.1,27.0,39.4,5.3,4,78.6,-0.73,2.16,0,8,0
4.2,41.6,39.9,22.4,3.2,2,27.4,-1.5,2.35,0,2,1
5.1,52.2,67.4,52.5,3.5,5,60.9,-0.29,2.38,0,2,1
11.6,55.4,60.3,53.6,2.2,6,47.9,-0.85,3.4,0,4,0
7.8,54.8,65.5,44.3,4.7,4,53.3,-0.92,2.74,0,5,0
1.8,30.9,57.5,40.9,3.2,2,64.6,-0.37,2.02,1,7,1
2.2,51.1,33.1,36.0,8.1,3,14.3,-1.11,2.84,1,3,1
7.4,97.1,74.6,78.6,0.0,9,99.9,0.56,3.09,1,4,0
0.0,36.5,52.5,69.0,4.1,3,48.1,-0.24,3.46,0,1,1
4.7,82.7,76.8,73.4,4.1,5,53.0,-0.11,3.21,0,2,0
3.5,30.9,36.1,33.2,1.9,1,53.4,-0.92,2.72,0,1,0
6.7,63.2,38.3,69.5,7.2,4,34.6,-0.5,2.66,1,7,0
2.4,30.6,53.3,24.1,4.5,2,7.7,-0.74,2.51,1,1,0
11.5,59.9,65.1,84.6,2.0,8,77.9,0.14,3.59,0,8,0
11.7,65.3,57.6,78.4,2.6,2,68.6,0.24,4.0,0,1,0
6.6,17.3,82.3,55.7,4.6,4,78.2,0.44,3.41,0,7,1
7.6,77.6,76.7,87.5,2.5,4,80.6,0.66,3.35,0,4,0
8.4,47.4,65.4,73.7,2.8,5,28.8,0.08,2.3,0,4,0
8.9,82.9,70.6,58.9,3.6,4,93.7,1.18,2.04,0,1,0
5.5,94.5,70.4,81.3,3.8,4,100.0,0.54,3.2,0,4,0
2.5,20.1,38.3,43.6,5.1,0,51.8,-0.99,1.87,0,1,1
7.3,35.9,51.7,68.8,0.3,4,68.0,-0.37,2.32,1,1,1
10.6,72.5,57.3,73.5,0.6,5,55.2,0.18,2.92,0,6,0
8.6,42.5,56.9,67.2,5.3,1,43.8,-0.74,3.09,0,3,1
5.8,60.4,43.9,42.5,3.1,3,48.0,-1.62,2.22,0,6,1
12.1,54.7,73.1,68.7,0.9,3,83.4,0.52,3.61,0,7,0
6.1,62.8,51.4,45.9,4.5,4,60.8,0.03,2.56,1,3,0
7.2,53.3,56.3,41.2,3.2,3,52.3,-0.5,2.99,0,8,0
9.8,53.6,56.5,75.9,2.7,4,41.9,0.43,3.67,0,3,0
6.3,52.3,55.3,29.5,5.4,6,14.5,-1.59,2.54,0,5,1
9.4,57.0,31.0,61.3,0.6,4,63.9,-0.53,2.73,0,2,0
5.8,83.1,78.9,68.7,0.0,8,61.7,1.44,3.47,1,4,0
3.1,20.7,38.0,47.3,6.6,1,40.5,-0.22,3.48,0,8,0
6.0,56.0,62.6,79.3,0.0,5,95.2,0.06,3.06,0,3,0
7.6,56.9,29.3,51.7,0.0,1,69.2,0.19,3.15,0,2,0
7.8,17.5,48.9,45.2,3.8,2,39.2,-0.17,2.18,0,2,0
0.4,43.1,32.8,44.9,4.4,1,47.9,-1.77,2.17,0,6,1
7.2,32.8,45.1,37.4,2.7,4,69.6,0.29,2.28,0,4,0
0.8,21.2,46.0,55.4,3.7,1,7.6,-1.06,2.05,1,6,1
17.0,100.0,64.6,100.0,0.0,4,77.7,1.55,4.0,0,5,0
5.3,55.7,76.1,100.0,3.1,7,68.5,0.19,3.04,1,1,0
8.0,34.0,65.5,52.9,0.1,1,34.2,0.8,1.97,0,3,0
8.4,56.9,60.1,60.0,3.2,1,47.4,-0.22,2.81,0,7,0
7.5,68.0,52.2,59.7,3.7,5,23.0,-1.04,3.23,1,5,0
6.8,71.5,74.1,85.6,3.1,10,87.2,0.77,3.88,1,7,0
3.9,27.2,58.8,85.5,3.4,0,44.9,0.66,2.21,0,4,0
9.9,63.5,70.2,68.1,0.7,1,59.4,0.65,3.41,0,5,0
11.7,60.6,89.0,83.7,1.0,3,71.9,0.55,4.0,0,8,0
8.0,60.9,49.0,36.0,2.0,2,57.4,0.11,2.28,0,6,0
6.1,22.9,44.6,68.7,1.3,3,0.0,-1.16,2.13,1,8,0
5.9,91.3,69.6,73.2,2.4,4,83.4,1.01,2.78,0,2,0
4.2,56.3,73.5,29.7,0.7,4,59.6,0.48,4.0,1,5,0
6.7,54.1,75.4,37.1,2.4,5,73.5,-1.42,2.4,0,3,1
7.8,40.5,71.7,80.6,1.6,4,49.5,-0.11,3.07,0,7,1
7.5,58.6,79.3,55.9,0.0,7,77.4,0.59,3.64,0,5,0
5.6,42.9,50.9,49.6,1.3,1,67.1,-0.41,2.18,1,8,1
6.5,33.5,43.8,18.7,3.6,1,39.5,-0.81,1.81,0,5,0
9.1,83.7,67.3,85.2,0.0,4,62.8,0.72,3.38,1,2,0
5.0,74.0,64.8,71.2,4.7,6,45.7,0.73,4.0,0,7,1
4.3,22.0,29.3,34.1,7.6,0,36.8,-0.93,1.91,0,6,1
7.4,63.5,78.8,59.0,3.8,4,74.7,-1.14,2.99,0,5,1
4.3,50.8,36.0,56.3,4.8,5,44.5,0.45,1.81,1,7,0
4.6,47.8,57.4,46.6,3.6,3,46.9,-1.51,2.82,0,2,0
7.2,36.9,56.0,55.7,0.9,2,57.2,0.43,3.23,0,3,1
4.3,45.7,64.6,53.5,4.5,4,55.0,-0.99,2.56,0,3,1
12.9,51.5,84.1,84.9,3.7,5,77.0,1.83,3.9,0,1,0
3.5,17.2,34.0,68.5,3.6,5,49.0,-0.98,1.99,0,6,1
6.4,39.0,83.0,71.1,2.1,4,71.8,0.55,2.19,1,1,0
7.9,57.5,49.7,40.9,1.3,2,78.2,-1.29,3.06,1,8,0
2.9,58.0,58.3,34.1,3.1,2,63.6,-0.08,3.55,0,2,0
7.0,53.3,51.9,69.9,0.0,4,74.0,0.68,2.62,1,1,0
4.6,45.9,62.5,54.7,1.9,3,72.3,0.52,3.1,1,1,0
0.0,49.4,65.3,58.4,4.9,4,21.9,-0.11,3.05,0,4,0
10.0,59.6,68.1,51.8,2.7,4,66.7,0.5,3.14,0,1,0
9.6,56.7,62.0,58.8,3.4,3,61.7,-0.2,2.13,1,8,0
8.8,86.8,97.9,96.8,0.0,10,48.2,0.22,3.45,0,6,0
6.4,54.1,68.4,62.1,2.2,4,74.2,0.07,3.89,0,8,0
3.6,52.8,72.0,76.6,3.5,6,47.7,1.0,2.85,1,8,0
1.0,43.3,66.5,58.0,3.0,6,38.4,-0.64,2.91,0,5,1
12.3,56.3,65.3,84.9,3.4,6,70.9,-0.26,3.01,0,3,0
1.8,60.6,55.3,68.6,2.7,5,55.4,-0.65,2.81,1,1,0
0.0,35.0,41.2,7.6,5.4,0,6.6,-0.63,2.35,0,7,1
7.8,56.6,43.7,81.0,0.7,4,73.3,-0.17,2.97,1,2,0
8.6,84.7,86.3,42.7,3.3,7,69.3,0.68,2.92,0,7,0
6.7,43.6,65.7,72.6,4.8,3,85.2,-1.46,2.93,0,4,0
5.5,53.7,61.5,59.2,2.0,3,53.1,-2.15,2.96,0,7,0
6.2,62.7,78.7,70.0,0.0,4,68.2,0.17,3.28,1,7,0
0.1,14.9,49.1,60.6,3.7,3,16.1,-0.36,2.03,1,4,1
7.7,88.4,72.4,95.2,0.0,4,51.1,-0.48,3.0,1,3,0
6.7,59.7,45.1,77.3,3.8,2,71.2,0.41,3.95,0,3,0
6.5,99.2,77.6,85.6,0.0,9,65.3,1.73,3.73,0,2,0
7.3,51.4,67.2,71.8,3.2,4,83.8,0.54,3.18,0,2,0
5.4,52.2,66.4,71.0,0.0,3,84.1,0.39,2.05,0,6,0
3.4,34.9,53.1,57.1,1.9,5,62.3,-0.34,2.1,0,8,0
8.1,56.1,54.6,79.9,0.3,6,80.7,0.32,2.94,0,6,0
10.9,91.9,85.3,76.3,2.3,2,77.0,1.03,3.53,0,2,0
6.5,40.3,64.6,40.0,0.0,3,34.2,0.54,2.27,0,4,0
8.5,16.6,67.5,26.6,3.2,3,40.4,-0.89,2.49,0,8,0
6.7,71.8,68.0,94.7,0.5,7,69.8,0.78,2.81,0,8,0
6.9,75.7,71.6,65.9,3.0,8,40.0,-0.37,3.77,0,4,0
10.1,42.3,50.5,58.9,2.8,3,58.3,0.1,2.53,0,2,0
2.6,40.3,85.5,34.9,0.9,4,77.1,-0.11,3.01,0,1,0
6.9,72.8,78.6,82.5,0.0,6,52.9,1.38,3.15,0,7,0
4.4,54.7,52.3,35.2,1.7,1,75.8,0.6,2.55,0,6,1
